Date,Pressure_max,Pressure_min,Pressure_avg,Temp_max,Temp_min,Temp_avg,Humidity_max,Humidity_min,Humidity_avg,Precipitation,Sunshine ,Evaporation,Wind_direct,Wind_speed,PM25
1/25/2018,1012.98,1005.65,1009.44,32.3,13.3,21.95,87,33,62.13,0,10.3,2.81,120,16.668,27
1/26/2018,1012.3,1006.01,1009.38,32.2,16.6,24.04,88,39,64,0,7.8,2.92,220,9.26,26
1/27/2018,1012.38,1005.63,1009.5,33.5,19.4,25.56,90,45,68.13,0,9,3.35,130,20.372,30
1/28/2018,1012.56,1005.91,1009.54,33.5,19.8,25.81,86,37,62.38,0,9.3,4.35,200,12.964,29
1/29/2018,1014.35,1007.35,1011,33,18,24.6,87,36,64,0,10.3,4.16,230,11.112,32
1/30/2018,1013.93,1005.88,1010.54,32.9,15.9,23.78,88,25,56.63,0,10.1,5.1,260,22.224,29
1/31/2018,1015.48,1007.86,1011.65,32.5,12.5,21.76,84,24,55,0,11.4,2.93,210,22.224,32
2/1/2018,1016.28,1007.62,1012.38,32.5,13.1,21.96,84,24,53,0,11.1,5.45,140,18.52,35
2/2/2018,1017.06,1010.58,1013.62,30.5,14.5,22.54,85,39,60.38,0,10,2.42,140,11.112,36
2/3/2018,1018.49,1011.04,1014.95,30.2,18.3,23.6,83,42,66.25,0,7.8,2.75,40,11.112,57
2/4/2018,1018.3,1011.49,1014.93,30.2,19.4,24.01,76,40,60.88,0,9.6,3.45,40,18.52,59
2/5/2018,1020.26,1012.6,1016.49,30.2,17.9,23.35,86,36,63.5,0,8.9,3.13,240,12.964,64
2/6/2018,1018.67,1010.45,1014.78,30,17.5,23.33,84,41,62.25,0,7.8,3.43,210,27.78,74
2/7/2018,1016.37,1008.82,1012.88,30.7,17.3,23.59,86,41,63,0,10.1,3.18,190,12.964,63
2/8/2018,1015.45,1007.88,1011.93,31.6,17.4,24.11,88,36,62.5,0,9.5,4.04,190,12.964,58
2/9/2018,1014.83,1008.59,1011.78,31.5,17.5,23.75,86,42,63.13,0,6.4,2.56,120,14.816,53
2/10/2018,1016.86,1010.17,1013.98,33.1,17.1,24.25,90,28,61.25,0,10.1,3.71,140,14.816,48
2/11/2018,1018.53,1011.78,1015.25,33.1,16.9,24.34,96,29,58.5,0,9.8,3.94,230,11.112,47
2/12/2018,1020.69,1013.82,1016.81,32.5,17.2,24.44,95,34,62.63,0,9.6,2.86,210,18.52,59
2/13/2018,1020.39,1012.84,1016.6,32.5,19,25.21,88,41,64.75,0,9.1,3.74,190,12.964,70
2/14/2018,1019.18,1011.46,1015.41,33.6,19.5,26.19,86,41,64.63,0,9.1,3.66,90,9.26,67
2/15/2018,1017.03,1009.71,1013.83,35.3,19.4,26.48,84,29,58.5,0,9.3,4.59,10,9.26,54
2/16/2018,1016.32,1009.28,1013.02,34.5,17.4,25.04,81,19,51.63,0,9.9,4.94,360,14.816,37
2/17/2018,1014.23,1006.86,1011.23,34.8,15.5,24.15,79,20,50.75,0,10,4.38,60,9.26,41
2/18/2018,1014.68,1008.04,1011.43,33.9,16.2,24.35,75,26,51.63,0,8.8,3.69,80,11.112,46
2/19/2018,1014.79,1007.68,1011.69,34.5,17.5,25.42,81,28,56.88,0,8.8,3.62,210,16.668,53
2/20/2018,1014.2,1006.44,1010.6,35.4,18.9,26.58,83,32,57,0,10.5,1.8,210,18.52,55
2/21/2018,1012.39,1005.34,1009.1,35.3,21.2,27.29,79,37,58.75,0,8.6,4.88,120,9.26,55
2/22/2018,1011.78,1004.91,1008.64,35.9,21.1,28.31,78,34,57.25,0,9.8,5.89,270,11.112,45
2/23/2018,1013.41,1008.16,1011.11,34,23.6,27.79,77,42,63.13,0,9.8,3.75,130,33.336,41
2/24/2018,1016.9,1009.82,1013.3,34.7,22.8,28.18,83,39,62.13,0,8.6,5.91,30,14.816,47
2/25/2018,1015.19,1008.12,1012.16,36.1,21.2,28.16,79,25,52.75,0,9.9,4.36,100,14.816,42
2/26/2018,1014.86,1007.38,1011.48,34.5,20.9,27,73,40,56.63,0,6.8,3.3,240,22.224,54
2/27/2018,1013.84,1005.57,1010.58,35.3,20.5,27.46,82,33,58,0,5.2,5.69,200,11.112,53
2/28/2018,1013.78,1006.9,1010.33,34.7,19.9,26.48,80,29,51.5,0,1.2,3.77,40,14.816,75
3/1/2018,1012.88,1005.37,1009.58,35.3,19.2,26.31,76,27,52.13,0,6.1,2.73,160,16.668,79
3/2/2018,1012.26,1004.83,1008.6,35.4,19.8,26.86,72,24,50.38,0,7.4,3.07,180,9.26,72
3/3/2018,1011.33,1004.46,1008.03,36.3,18.5,26.64,79,19,49.88,0,10.2,4.47,210,24.076,57
3/4/2018,1013.36,1006.06,1009.66,36.5,17.8,26.18,75,19,47.63,0,10.4,6.34,80,18.52,59
3/5/2018,1013.18,1006.4,1009.91,37.5,17.5,26.71,73,25,49.38,0,9.5,5.09,80,9.26,67
3/6/2018,1013.54,1006.2,1010.12,36.5,18.9,27.04,77,24,51.88,0,9.4,2.87,120,14.816,94
3/7/2018,1013.29,1007.55,1010.39,37.5,19.1,27.48,79,21,51.13,0,10.4,6.63,260,11.112,65
3/8/2018,1013.84,1006.4,1010.3,36.6,19.4,27.2,73,32,52.75,1.9,9.1,2.69,10,7.408,102
3/9/2018,1014.81,1009.85,1012.21,31.7,22.6,26.58,79,53,66.13,0,2.7,2.62,80,24.076,73
3/10/2018,1016.43,1009.9,1013.57,32.5,23.1,27.24,71,44,58.63,0,2.7,5.19,80,24.076,39
3/11/2018,1015.59,1008.4,1012.58,34.5,23.8,27.04,83,37,64,6.5,8.6,4.41,240,29.632,56
3/12/2018,1015.76,1007.33,1011.96,34.5,20.5,26.7,85,40,64.75,0,8.2,3.12,210,24.076,51
3/13/2018,1014.63,1007.02,1011.08,34.6,19.5,26.39,85,23,56.13,0,10.5,5.78,160,14.816,46
3/14/2018,1013.37,1005.32,1009.4,36,19,26.94,78,27,50.5,0,10.1,3.97,210,27.78,66
3/15/2018,1012.79,1005.67,1009.43,35.1,20,27.5,71,23,48.13,0,10.4,6.04,130,9.26,74
3/16/2018,1012.91,1006.18,1009.65,35.5,20.5,27.4,72,28,51.13,0,10.3,4.08,10,11.112,86
3/17/2018,1012.85,1006.03,1009.9,36.1,21.9,28.6,77,34,54.13,0,9.2,5.23,240,14.816,88
3/18/2018,1013.74,1007.26,1010.49,35.1,23,29.15,72,37,51.5,0,9.2,4.8,130,16.668,97
3/19/2018,1013.05,1005.34,1009.44,36.4,21.6,28.74,74,35,52.38,0,10.3,3.53,210,24.076,67
3/20/2018,1012.13,1005.38,1008.92,36.7,21.3,28.8,74,27,48.38,0,10.4,4.7,160,20.372,60
3/21/2018,1011.98,1006.1,1009.03,36.5,20.1,28.06,74,35,50.75,0,11.2,5.98,110,16.668,82
3/22/2018,1011.4,1004.03,1008.28,35.5,21.8,28.29,71,33,55.13,0,10,6.15,180,18.52,79
3/23/2018,1012.62,1006.95,1009.91,34.5,24.9,29.19,75,43,60,0,8.7,2.08,230,27.78,72
3/24/2018,1014.47,1007.73,1011.19,35.5,23,28.87,77,39,59.25,1,10.2,5.36,140,22.224,68
3/25/2018,1014.8,1007.62,1011.54,36.5,23.1,29.58,83,33,58.25,0,10.2,3.88,80,14.816,76
3/26/2018,1014.49,1007.09,1011.26,36.5,23.8,30,76,37,54.13,0.1,8.6,3.98,260,24.076,70
3/27/2018,1012.52,1006.45,1009.81,37.1,23.6,29.93,83,26,55.13,0,10,6.86,200,22.224,57
3/28/2018,1011.96,1005.08,1008.78,35.5,22.8,28.83,75,32,54.88,0,9.2,4.9,150,16.668,77
3/29/2018,1011.68,1005.15,1008.54,36,23,28.9,71,39,54.5,0,7,3.45,60,12.964,104
3/30/2018,1012.01,1004.94,1008.46,36.2,24.5,29.96,73,38,55.88,0,7.2,4.77,200,16.668,105
3/31/2018,1012.78,1005.95,1009.67,35.8,24,29,75,48,59.75,1.1,6.5,4.75,220,22.224,105
4/1/2018,1013.81,1006.94,1010.96,34.3,22.9,28.09,82,38,61.5,0,8,3.2,130,24.076,47
4/2/2018,1014.56,1005.5,1010.37,36,24,28.83,77,41,60.13,0.8,7.9,5.45,210,35.188,52
4/3/2018,1013.63,1006.21,1010.41,35.7,21.4,28.06,84,33,58.88,0,9.3,4.48,100,16.668,34
4/4/2018,1010.58,1003.72,1008.13,36.5,24.3,29.51,73,35,58.63,0.6,8.4,6.68,300,22.224,41
4/5/2018,1011.16,1003.27,1008.38,36.7,24,28.16,82,35,64.88,0.3,10.1,5.95,140,27.78,33
4/6/2018,1011.91,1003.63,1008.86,36.5,22,28.5,86,29,60.75,0,10.8,6.07,70,31.484,26
4/7/2018,1019.08,1011.6,1015.18,28.6,23,25.1,78,55,65.38,0.8,2.2,3.31,360,42.596,23
4/8/2018,1019.97,1013.33,1016.81,30.3,21.3,25.11,65,43,54.13,0,8.4,5.06,350,22.224,18
4/9/2018,1015.9,1008.64,1013,34.2,19.8,27.03,82,38,58.13,0,10.6,5.51,270,16.668,25
4/10/2018,1013.51,1005.69,1009.87,36.7,22.6,29.61,77,34,54.5,0,10.1,5.5,230,25.928,41
4/11/2018,1011.63,1004.27,1008.48,37.4,24.1,29.73,79,38,60.63,0.2,9.2,5.12,340,31.484,72
4/12/2018,1010.05,1003.13,1006.94,39,24.6,30.93,82,32,56.88,0,11.3,4.14,210,16.668,69
4/13/2018,1010.71,1004.09,1007.85,39.5,24.7,31.81,74,33,49.88,0,11.5,5.74,160,24.076,71
4/14/2018,1009.97,1003.43,1007.08,39.8,25.1,31.91,73,30,48.75,0,8.8,5.31,210,24.076,89
4/15/2018,1010.64,1003.34,1007.32,38.5,25.4,30.99,70,36,52.63,0,9.2,5.17,320,25.928,94
4/16/2018,1011.77,1005.35,1008.97,37.8,25.5,29.67,73,40,57.25,0.8,9.7,6,330,40.744,64
4/17/2018,1015.1,1008.87,1012.31,34.5,22.1,26.31,91,45,69.5,10.1,8.9,6.09,280,37.04,33
4/18/2018,1014.44,1008.29,1011.58,33,23,25.75,80,57,72.25,4.6,7.6,5.71,230,22.224,27
4/19/2018,1011.51,1005.18,1008.89,34.5,22.5,27.79,87,43,65,0,9.6,3.55,290,31.484,35
4/20/2018,1010.34,1006.41,1008.34,35.6,23.6,27.93,85,43,68,0.6,8.4,4.66,320,35.188,46
4/21/2018,1010.79,1004.51,1008,36.7,23.2,29.68,86,34,61.25,0,11,4.47,120,18.52,56
4/22/2018,1010.34,1004.67,1007.53,37,24.6,30.56,80,43,59.5,0,7.8,5.18,200,9.26,76
4/23/2018,1009.47,1002.48,1006.6,38.6,25,31.6,79,33,55.63,0,10.5,5.35,210,18.52,75
4/24/2018,1008.63,1002.59,1006.42,39,25.4,30.63,82,36,60.5,0.8,9,4.7,190,35.188,85
4/25/2018,1009.89,1002.51,1006.94,37,24,29.51,87,43,66.75,0.8,10.2,5.5,350,37.04,69
4/26/2018,1012.21,1005.57,1009.18,36.5,23.5,27.91,84,48,67.13,0,9.6,3.78,320,46.3,44
4/27/2018,1013.96,1007.06,1011.71,35.3,23.2,28.3,85,47,65.25,15.4,8,4.92,20,22.224,38
4/28/2018,1013.92,1009.15,1011.98,31.5,23.2,26.38,90,59,77.63,0.5,3.4,3.51,210,25.928,32
4/29/2018,1012.64,1005.4,1010.06,35,24,28.33,90,44,67,0,10.6,4.65,340,27.78,25
4/30/2018,1012.46,1005.4,1009.5,35.3,23.8,29.01,85,44,64.5,0,11.5,6.05,210,20.372,25
5/1/2018,1013.21,1005.49,1010.28,35.3,25,28.66,92,51,71.25,43.8,9.1,4.64,190,25.928,18
5/2/2018,1014.5,1010.24,1012.4,27.6,22.7,24.33,94,75,88.5,23.1,0,4.64,30,29.632,11
5/3/2018,1014.23,1007.82,1011.49,33.9,22.9,27.55,95,49,76.13,9.7,10,6.08,200,27.78,13
5/4/2018,1012.69,1006.69,1010.51,33.6,24.6,27.6,94,54,78.13,0.5,5.5,3.52,140,27.78,15
5/5/2018,1013.68,1007.08,1010.81,35.3,24.8,29.36,89,49,69.5,0.1,11.6,4.08,230,22.224,18
5/6/2018,1012.47,1005.52,1009.49,35.7,24.8,30.44,84,44,64.75,0,11.9,5.7,80,20.372,25
5/7/2018,1010.76,1004.39,1007.69,36.5,25.8,31.2,79,49,61.88,0,10.6,4.5,180,27.78,36
5/8/2018,1008.79,1004,1006.76,36,25.1,30.21,80,53,65.88,0,8.4,5.12,210,27.78,40
5/9/2018,1011.73,1006.1,1008.64,36.7,24.9,29.53,84,47,66.88,4.1,7.8,5,230,33.336,41
5/10/2018,1011.97,1005.05,1009.41,37.2,24.6,29.13,88,44,68.5,5.5,7.4,5.05,290,35.188,41
5/11/2018,1013.2,1006.21,1010.28,32.9,23.3,26.81,92,54,76.88,0,4.4,3.15,360,16.668,41
5/12/2018,1011.83,1006.7,1009.34,35,24.8,28.69,85,52,69.63,9.3,6.5,5.29,210,33.336,41
5/13/2018,1012.54,1006.1,1010.4,34.6,21.5,28.01,93,40,67.88,0,11.4,8.06,240,12.964,25
5/14/2018,1011.88,1005.1,1009.51,35.5,24.5,29.29,76,46,63.63,0.5,11.7,6.01,340,27.78,24
5/15/2018,1009.66,1003.58,1007.27,36.5,24.5,29.64,83,41,63.5,0,11.7,4.55,130,22.224,28
5/16/2018,1009.14,1003.37,1006.9,36.8,24.5,30.03,83,44,61.75,0,11.3,6.37,290,18.52,30
5/17/2018,1009.48,1004.8,1007.27,35.3,25.2,29.11,79,46,64.5,0,9.5,5.9,10,31.484,22
5/18/2018,1009.83,1004.08,1007.32,35.7,23.4,27.79,85,50,70.13,0,8.1,2.87,340,29.632,15
5/19/2018,1009.48,1002.39,1006.75,36.3,24.7,29.76,83,41,63,0,11.6,5.04,340,25.928,22
5/20/2018,1008.99,1003.08,1006.73,37,24.3,30.56,82,36,60,0,10.5,6.8,210,29.632,23
5/21/2018,1010.11,1002.56,1007.02,38,25.2,30.53,82,42,64.13,3.7,11.4,5.58,210,37.04,23
5/22/2018,1013.77,1006.31,1009.8,33,23.7,27.44,90,52,74.75,0,7.4,5.17,220,11.112,14
5/23/2018,1011.77,1004.27,1008.54,35.2,25,29.91,82,44,65.5,57.7,10,6.37,150,22.224,18
5/24/2018,1011.84,1005.03,1008.59,33.7,22.3,27.14,97,54,78.25,1.2,6.5,6,220,27.78,13
5/25/2018,1010.69,1004.37,1007.95,34.4,23.5,27.41,91,52,75.25,0,7.6,3.87,220,20.372,13
5/26/2018,1010.38,1003.02,1007.7,36,24.5,29.23,92,44,70.5,0,6.6,6.11,130,25.928,14
5/27/2018,1011.2,1004.25,1008.61,34.8,24.5,28.89,81,49,68.38,0,6,4.79,210,29.632,11
5/28/2018,1011.05,1007.36,1009.36,28.4,24.7,25.99,92,73,84.38,5.1,0,1.82,320,16.668,11
5/29/2018,1010.84,1005.75,1009.39,31.2,23.2,26.01,93,66,83.25,28.1,0.3,2.29,210,31.484,11
5/30/2018,1010.38,1007.62,1008.98,32.2,23.4,25.96,95,68,86.25,1.1,0,2.17,120,25.928,11
5/31/2018,1011.81,1006.13,1009.66,33.8,24.5,27.95,92,52,76.25,3.1,1.9,4.5,210,20.372,11
6/1/2018,1011.61,1005.4,1009.49,34.4,24,28.1,92,53,76.25,15.1,1.4,5.43,150,27.78,11
6/2/2018,1010.64,1004.75,1008.35,34.7,23.8,28.69,94,51,73.25,0.6,2.5,4.82,210,24.076,9
6/3/2018,1008.12,1002.4,1005.99,35.7,25.7,30.15,90,43,67.38,0,2.5,5.97,190,25.928,12
6/4/2018,1007.79,1002.44,1005.45,34.9,25.4,29.83,82,48,66.25,0,0,5.11,150,20.372,14
6/5/2018,1008.64,1003.44,1006.26,36,26,30.64,80,49,63.63,0,2.5,5.29,160,31.484,14
6/6/2018,1009.55,1003.15,1007.06,35.7,25.7,30.08,87,49,67.63,0,3.3,5.38,210,14.816,13
6/7/2018,1007.15,1001.97,1005.37,34.3,26.3,29.71,82,58,68.38,2.5,7.5,5.33,210,27.78,13
6/8/2018,1005.67,1001.26,1004.15,34.2,25.6,29.41,85,50,68,0,4.7,1.78,210,31.484,12
6/9/2018,1005.83,1002.08,1004.17,31.6,25.4,27.2,90,62,78.63,4.1,0.8,3.89,140,14.816,10
6/10/2018,1007.69,1003.75,1005.78,30,24.4,26.1,93,79,88.13,6.3,0.2,1.63,260,16.668,11
6/11/2018,1006.74,1003.36,1005.19,29.5,24,26.31,97,83,88.88,6.1,0,3.92,210,24.076,11
6/12/2018,1007.69,1004.05,1005.79,29.5,24.2,26.26,92,77,86.13,3.8,0.1,0.23,250,12.964,9
6/13/2018,1006.31,1002.2,1004.76,30.4,24.4,26.96,91,70,81.13,0.7,0,1.67,200,22.224,11
6/14/2018,1005.39,1002.46,1004.43,30.5,24.6,27.01,89,71,81.5,0.8,3,0.57,210,24.076,15
6/15/2018,1005.67,1000.7,1003.81,34.4,24,27.68,92,61,78.75,0.8,3.2,2.26,220,11.112,14
6/16/2018,1005.16,1000.79,1003.3,33,25,28.79,88,56,73.5,0,4.2,3.28,180,16.668,19
6/17/2018,1004.18,1000.06,1002.4,33.1,26,28.28,86,62,75.13,0,0.9,3.3,210,27.78,29
6/18/2018,1003.32,998.49,1001.68,35.8,25.3,28.74,86,54,73.5,0,3.2,3.96,140,12.964,34
6/19/2018,1005.43,1001.65,1003.07,34,26.4,28.55,86,58,76.38,4.2,2.6,3.19,300,16.668,28
6/20/2018,1007.62,1002.96,1005.62,35.5,25.9,29.49,89,47,71.63,0,9.6,4.58,210,33.336,20
6/21/2018,1009.01,1004.52,1007.33,33.1,25.6,28.19,83,59,74.38,8.8,3.2,4.2,200,35.188,14
6/22/2018,1009.84,1005.04,1007.55,32.8,25,28.11,86,56,73.38,0,2.3,3.25,210,25.928,15
6/23/2018,1008.15,1003.09,1006.46,35,25.2,28.51,87,49,73.25,14,4.1,5.41,210,11.112,14
6/24/2018,1007.35,1003.27,1005.95,32.6,23.9,27.33,95,55,78.63,0,2.3,4.38,190,25.928,12
6/25/2018,1006.98,1003.69,1005.66,31,24.6,26.8,92,62,80.13,8.1,0,1.18,210,18.52,15
6/26/2018,1008.78,1005.31,1007.04,28.8,23.5,25.83,94,75,86.63,11.4,0,1.95,250,27.78,13
6/27/2018,1010.59,1007.57,1009.12,31.3,23,24.79,94,83,88.88,17.3,0.4,0,160,24.076,10
6/28/2018,1011.08,1005.79,1009.05,32.6,24,26.7,92,58,81.13,38.4,6.6,3.4,310,264.836,11
6/29/2018,1009.45,1004.67,1007.32,32.5,23.7,26.59,92,64,81.88,1.8,0,4.07,260,25.928,11
6/30/2018,1007.86,1003.2,1005.74,35.1,23.8,28.95,92,48,68.75,0,10.9,2.67,210,29.632,13
7/1/2018,1007.63,1004.21,1006.35,34.5,24.4,28.4,86,53,72.88,0,7.9,4.66,220,33.336,12
7/2/2018,1008.21,1002.64,1005.6,34.8,24.5,29.21,88,51,69.25,0,7.8,5.11,240,11.112,15
7/3/2018,1007.63,1003.12,1005.37,32.5,26.1,29.06,80,56,66.63,0,4.4,2.54,210,29.632,16
7/4/2018,1006.54,1001.36,1004.76,35.3,25.1,28.36,81,48,71,1.2,3,4.34,240,27.78,15
7/5/2018,1005.24,1000.91,1003.41,35,24.2,29.3,88,51,68.5,0,10.3,4.39,300,20.372,13
7/6/2018,1004.23,1001.29,1003.03,34.6,26,29.56,77,50,65.25,0,8.6,4.19,220,27.78,14
7/7/2018,1005.24,1000.93,1003.9,33.5,25.4,28.49,86,56,73.13,1.5,3.2,3.96,210,9.26,13
7/8/2018,1005.95,1002.18,1004.2,31,25.3,27.66,91,66,80.13,4.9,0,5.95,330,16.668,15
7/9/2018,1006.67,1002.8,1005.17,30.8,24.4,26.35,95,71,84.88,2.6,0,0.99,170,18.52,15
7/10/2018,1007.59,1002.24,1005.1,32.9,24.1,27.46,91,58,79.5,5.9,3.2,3.16,240,14.816,12
7/11/2018,1005.41,1001.82,1003.89,33.1,25.1,28.35,90,59,75,0.3,4.2,3.28,270,33.336,10
7/12/2018,1004.93,1000.1,1003.2,34.6,24.7,28.89,89,51,71.88,3.5,5.6,4.39,310,22.224,12
7/13/2018,1004.21,1001.1,1003.14,34,24.6,27.42,92,62,82.5,4.4,4.6,3.76,90,18.52,10
7/14/2018,1004.78,1000.97,1003.33,34,24.8,28.33,90,60,74.63,0,5.4,2.92,240,29.632,11
7/15/2018,1006.19,1002.56,1004.45,33.3,25.5,28.16,86,56,75.88,1.6,3.3,3.95,260,16.668,12
7/16/2018,1006.08,1001.67,1004.06,32.6,25,28.53,84,61,71.5,1.1,1,0.88,210,18.52,12
7/17/2018,1004.14,997.48,1002.27,35.2,24.8,28.51,93,55,76.75,17.4,5.8,5.84,210,12.964,12
7/18/2018,1003.47,1000.12,1002.07,31.8,24.3,26.11,94,76,89.63,7.3,0.8,6.17,270,18.52,12
7/19/2018,1004.42,999.52,1002.54,32.6,24.5,27.1,94,63,83.75,23,1,0.63,200,25.928,11
7/20/2018,1006.88,1003.11,1004.4,29,24.6,26.54,96,77,86.88,13,0,0.8,210,24.076,13
7/21/2018,1007.83,1004.19,1006.13,30,23.9,26.63,94,77,86.38,2.6,0,2.38,230,14.816,19
7/22/2018,1008.37,1004.12,1006.27,29.6,24.3,26.26,96,77,87.88,8.3,0,1.77,180,16.668,18
7/23/2018,1007.37,1003.25,1005.64,31.2,23.1,26.41,96,68,85.75,20.1,2,1.77,270,27.78,15
7/24/2018,1007.01,1003.3,1005.55,31.2,24.5,26.89,92,62,83,1.8,1.6,3.17,170,22.224,16
7/25/2018,1007.23,1004.99,1005.91,26.7,24.1,25.54,93,87,89.38,9.7,0,1.21,210,18.52,18
7/26/2018,1006.87,1003.89,1005.8,29.1,24.1,26.05,92,76,86.63,7.5,0,1.96,190,16.668,16
7/27/2018,1006.42,1003.39,1004.97,29.2,24.3,26.19,94,74,85.38,1.3,0,1.75,210,24.076,19
7/28/2018,1007.05,1004.07,1005.79,29,23.7,25.09,94,83,91,19.9,0,1.75,350,14.816,15
7/29/2018,1006.68,1002.76,1005.24,29.6,23.5,26.1,96,72,84.38,0,0,1.78,210,14.816,17
7/30/2018,1006.13,1003.19,1004.75,31,24.8,27.23,92,63,80.38,0.2,0.2,1.42,210,31.484,20
7/31/2018,1007.27,1003.99,1005.99,30.3,24.4,27.05,93,64,78.25,0.3,2.3,2.52,190,14.816,17
8/1/2018,1008.1,1003.37,1006.34,33.3,24.3,27.8,86,55,72.5,0,6.2,4.35,250,20.372,18
8/2/2018,1008.29,1003.14,1006.21,33,24.5,28.06,88,55,72.88,0,1.7,4.35,210,27.78,22
8/3/2018,1006.58,1002.01,1004.79,33.5,24.8,28.32,88,56,71.13,0,3.3,4.1,190,16.668,21
8/4/2018,1005.63,1002.82,1004.42,31.6,24.8,27.54,83,61,73.63,0,0,4.34,220,11.112,24
8/5/2018,1007.33,1003.21,1005.13,33,23.7,26.89,90,62,79,6.6,4,2.39,160,29.632,18
8/6/2018,1006.91,1002.73,1005.51,31.5,23.3,26.59,95,68,81.5,0.6,3.2,2.82,280,9.26,20
8/7/2018,1006.74,1001.55,1004.69,33.6,24,28.13,94,52,74.25,0,9.7,4.55,200,29.632,19
8/8/2018,1006.94,1001.19,1004.33,34.1,24.1,29.24,88,52,71,2,9,3.02,160,22.224,19
8/9/2018,1006.66,1003.32,1005,34,25.5,27.41,92,58,80.38,16.4,4.1,4.03,240,16.668,18
8/10/2018,1006.39,1002.29,1004.58,32.9,24.8,27.65,93,63,80.13,0,4.5,4.29,210,25.928,15
8/11/2018,1004.76,1000.93,1003.58,32.8,25,28.69,88,57,72.38,0,6.2,1.85,210,33.336,15
8/12/2018,1004.45,1001.21,1003.24,32,25.1,27.7,89,63,76.25,4,2.6,4.38,160,18.52,15
8/13/2018,1005.86,1002.13,1004.2,32.3,24.6,27.89,88,59,75,0,2.1,2.33,210,24.076,13
8/14/2018,1006.04,1001.5,1004.4,33.5,25.6,28.49,79,53,68.13,0,2.3,3.9,210,24.076,15
8/15/2018,1008.21,1005.72,1006.81,31.1,25.3,26.96,88,70,80.5,0.8,0.2,1.89,90,20.372,16
8/16/2018,1008.14,1001.59,1004.86,33,23.8,27.84,91,59,76,0.4,2,2.36,190,16.668,14
8/17/2018,1002.48,999.39,1001.09,27.6,24.6,26.08,95,81,86.25,26.4,0,2.6,170,9.26,17
8/18/2018,1003.78,998.07,999.96,29.7,23.9,25.79,96,75,90.13,24.2,0.2,3.19,140,35.188,11
8/19/2018,1006.84,1002.02,1004.1,33,24.3,27.53,96,58,79.38,0,8.5,4.11,240,12.964,14
8/20/2018,1008.13,1004.5,1006.59,32.9,25.1,28.39,91,59,75.38,0,6.9,4.83,190,22.224,18
8/21/2018,1007.18,1003.23,1005.69,33.5,25.2,27.46,94,61,81.25,4.7,5,5.17,110,11.112,18
8/22/2018,1006.32,1000.17,1004.12,32.5,24.9,27.13,93,61,83.63,0.1,2.9,4.55,270,20.372,16
8/23/2018,1006.65,1002.76,1004.76,30.5,25.3,27.03,91,72,83.88,2.6,2.5,1.6,210,14.816,17
8/24/2018,1007.53,1002.73,1005.35,33.2,24.5,27.9,92,59,78.13,0.3,5.3,0.43,240,27.78,15
8/25/2018,1007.73,1003.42,1005.98,31,24.3,26.64,91,68,81.5,1.9,0.1,5.3,220,16.668,15
8/26/2018,1006.48,1002.17,1004.89,31.7,24.5,27.48,92,65,78.75,1.6,2.9,1.03,210,16.668,15
8/27/2018,1007.95,1002.92,1005.99,33.2,24.3,26.69,93,57,82,29.5,3.5,1.03,240,27.78,12
8/28/2018,1008.97,1005.42,1007.46,32.1,24,26.75,94,65,81.75,0,3.3,3.74,230,20.372,13
8/29/2018,1008.33,1003.91,1006.36,31.3,23.4,27.23,91,62,76.25,0.2,0.1,1.89,150,16.668,16
8/30/2018,1006.07,1002.48,1004.38,30.2,24.7,27.25,90,67,80,0,0,1.34,180,16.668,21
8/31/2018,1008.21,1003.46,1005.53,32.4,25.1,27.29,89,62,82.13,2,1.5,3.68,360,11,18
9/1/2018,1010.45,1006.92,1008.3,33,24.7,27.94,83,54,71.63,0.2,3.7,2.81,280,12.964,15
9/2/2018,1009.24,1004.55,1007.52,33.7,24.8,28.41,88,56,74.75,2.8,5.8,3.22,350,22.224,15
9/3/2018,1008.12,1004.11,1006.55,27.7,24.7,26.2,92,83,87.13,1.1,0,0.9,330,5.556,15
9/4/2018,1008.67,1005.42,1006.99,29,24.3,26.38,92,71,81.5,0,0.3,2.16,190,22.224,14
9/5/2018,1010.24,1005.09,1008.14,31.5,23.9,26.64,86,62,76.38,1.1,2,2.64,210,29.632,13
9/6/2018,1009.82,1004.3,1007.67,31.2,22.8,26.84,92,60,79.13,2.5,4.5,5.58,320,20.372,14
9/7/2018,1009.81,1002.84,1006.96,35.5,23.1,28.53,93,52,73.63,0,8.9,4.57,320,12.964,19
9/8/2018,1009.62,1004.42,1007.22,33.5,25.4,28.11,88,56,76.25,3.3,5.5,3.77,240,22.224,15
9/9/2018,1012.47,1007.35,1009.86,32.5,24.4,27.01,92,58,80.75,4.9,5.1,2.72,140,33.336,15
9/10/2018,1014.24,1007.83,1011.61,34.5,24.3,28.12,92,49,76.5,0,6.8,3.64,270,14.816,17
9/11/2018,1012.35,1006.22,1009.74,34.3,24.8,28.88,90,58,73.38,0,9.1,3.82,320,24.076,15
9/12/2018,1009.34,1004.24,1007.56,35,24.4,28.49,87,56,74,0,6,3.14,20,11.112,13
9/13/2018,1008.89,1005,1007.01,33.5,24.8,27.68,91,61,80.25,0.2,4.9,2.78,250,20.372,14
9/14/2018,1010.18,1004.96,1007.75,35,25,28.01,92,61,78.25,0,6,3.52,20,9.26,10
9/15/2018,1009.98,1003.42,1007.48,34.8,24,29.04,90,49,71.13,0,10.2,4.51,350,18.52,12
